"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear"
"R_6WYgJBttCwwhXSp","New York","Network of sites within one state/province","Artemesia",14,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","State Government",2025
"R_6ForFLcNvl9Gfip","Maine","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","State Government",2025
"R_5R23jr6FuDmhief","Massachusetts","Single site","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7ezzjbfl2jdcxDx","Vermont","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1HSUmXBNOowEz38","Michigan","Single site","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7NKwiRCT9j90GNs","Massachusetts","Multi-state network of sites","Artemesia",3,"I don’t know","Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_7V2SFyLI4BgpYkG","Ontario"," Other (please specify)","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3XrXjwaVmvGXoOJ","Maryland","Network of sites within one state/province","Artemesia",7,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3XKPZwC9gPe1LAB","California","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_62Pxg5v9Zs16RJA","Ontario","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_32PnpOV1HkZAw1H","Massachusetts","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","City/Municipal Government",2025
"R_6duO8IAxNUPo2RW","Massachusetts","Single site","Artemesia",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","Industry/Private Sector",2025
"R_5ywqK8B333ZmZQ5","Massachusetts","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_6t3t8fBbiQDgW3d","Maryland","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_3dKb9I322MuEgFz","Maine","Single site","Artemesia",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_73eVhyZmS8L43ik","Maine","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Tribal/First Nation",2025
"R_5UWrqrzzclD8FIu","Vermont","Multi-state network of sites","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_5FfRxT4Lds9JXGr","New York","Single site","Artemesia",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7xnzlMXKOTsg8HD","Michigan"," Other (please specify)","Artemesia",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_6WGzpWEPE19oX5v","Massachusetts","Network of sites within one state/province","Artemesia",2,"I don’t know","Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_3SsX1syXYcf2oyl","Maine","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5JIsRlFQz08hfmF","Massachusetts","Single site","Artemesia",6,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3Uciec0XTEPN8VM","Kansas","Network of sites within one state/province","Artemesia",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","City/Municipal Government",2025
"R_5BQkPPSouGpr2Hg","Massachusetts","Multi-state network of sites","Artemesia",NA,"More or less frequently for other reasons","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3lIwOYVE6uiBLFL","Missouri","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_7tgxSJVgLjTP0qd","New Jersey","Network of sites within one state/province","Artemesia",NA,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","County Government",2025
"R_5l9ERSBPJ1HuXCh","","","Artemesia",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1nX8LdY5yOWIPMB","","","Artemesia",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1x5fi5U5VCmvboJ","","","Artemesia",NA,NA,"","","",2025
"R_6oQyieKuImjkMkF","Minnesota","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3lytOudfMz8mBQQ","","","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_1JR7RDOKzCfiEnh","","","Artemesia",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5iL3nUBoeV7F8Kx","Minnesota","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_38RNrcXY8szG3YP","","","Artemesia",NA,NA,"Invasive plant research/science","10+ years","State Government",2025
"R_7s0bUeJot4aF7Xj","","","Artemesia",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_7q9Ap8ieDZ9oCyg","Arkansas","Multi-state network of sites","Artemesia",NA,NA,"Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3zHHEZE9YczuVki","Indiana"," Other (please specify)","Artemesia",2,"At the same frequency due to no change in phenology","Invasive plant management ","2 to 5 years","Other",2025
"R_33vwY2329g6VQ0k","","","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_116BRIIEnGyCpwU","California","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","City/Municipal Government",2025
"R_5E71fWz3IruQgh6","Ohio","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","County Government",2025
"R_3lRuInUscYVq0lX","Maine","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_7Ceo32FKLa3B326","","","Artemesia",NA,NA,"Invasive plant extension","2 to 5 years","State Government",2025
"R_1n7T1SSSrODztTK","","","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Other",2025
"R_7irsAfnr90MpJDX","","","Artemesia",NA,NA,"","","",2025
"R_1LgxvH8g74WcAal","New York","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_5SMOSI08B0z5H6F","","","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3DnGBGAP1dPCes7","Wyoming","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_5uChQWAdHoaNehT","","","Artemesia",NA,NA,"Other (I work with invasive plants but not as a manager, researcher, or extension)","10+ years","State Government",2025
"R_6otqeEqxavLiZSY","New York","Single site","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_35AYWocGorXLuYK","Connecticut","Multi-state network of sites","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years"," Federal Government",2025
"R_30JFe2RxkYRhFAk","Michigan","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_7LZIwVNGpe3KgTI","Wisconsin","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_6CfNNocJljlizu5","Michigan","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_7SutF2RVi019IBz","Ohio","Single site","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years"," Federal Government",2025
"R_5a65Cht00V6P1st","New York","Single site","Artemesia",3,"I don’t know","Invasive plant management ","Less than 2 years","Academia/University",2025
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Artemesia",5,"More frequently due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_59o44pLJ19Ko1bz","Connecticut","Network of sites within one state/province","Artemesia",5,NA,"Invasive plant management ","10+ years","State Government",2025
"R_3GKeTuOGsGrWsBx","Michigan","Single site","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Academia/University",2025
"R_3mgUtoCpgcqUdlL","Alaska","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_3TAxaQL5ajxPgdj","","","Artemesia",NA,NA,"Invasive plant management ","10+ years"," Federal Government",2025
"R_1HgGpL6ACrpRv4l","West Virginia","Multi-state network of sites","Artemesia",5,"I don’t know","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_3oTl0eprRsr0HBh","New York","Network of sites within one state/province","Artemesia",5,"I don’t know","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_51b9eoP3TpoI1sr","Missouri"," Other (please specify)","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years"," Federal Government",2025
"R_3E7cWMnIfvk6plg","Missouri","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Other",2025
"R_6FfyRLQZZoBnKfa","Maine","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5tyNGdytbIadKk9","Indiana","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5QMdxsTPIB3Ml3K","Maryland","Network of sites within one state/province","Artemesia",4,"I don’t know","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_5wUlVJP5S6N1qEN","Virginia","Network of sites within one state/province","Artemesia",10,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2025
"R_537x22NmHs7hBVW","New York"," Other (please specify)","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_6QOOH4tKwngrOHn","Michigan","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_5pmY8oLxe5MTq3z","Missouri","Single site","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1JL9iDUjnpJZLQR","New York","Network of sites within one state/province","Artemesia",NA,"At the same frequency due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2025
"R_6B5TP2f74foQpYL","","","Artemesia",NA,NA,"","","",2025
"R_3K7NKCzrLwodZrv","","","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","State Government",2025
"R_5TY2NHEkAN2Kjmo","","","Artemesia",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_7qOGDVF2BVxvqca","","","Artemesia",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5I6qNXdl1mckd0K","Michigan","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","State Government",2025
"R_5RfGcJZSPQua3Z1","District of Columbia","Multi-state network of sites","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025
"R_3O6y7KoIeSKd2hb","","","Artemesia",NA,NA,"","","",2025
"R_3ePYFHCtZY61sCc","Ohio","Multi-state network of sites","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_1gRiAyI70h1oeLD","","","Artemesia",NA,NA,"I don’t work with invasive plants","","",2025
"R_7Emok7hJscILxnA","","","Artemesia",NA,NA,"","","",2025
"R_3HorDCHhTQDpkbL","","","Artemesia",NA,NA,"","","",2025
"R_7eyioy07o8xNtFD","Wisconsin","Multi-state network of sites","Artemesia",NA,NA,"Invasive plant management ","2 to 5 years","Industry/Private Sector",2025
"R_5tMzaB0PTpPS2ir","","","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Industry/Private Sector",2025
"R_1wGepviiEawT7xG","Pennsylvania"," Other (please specify)","Artemesia",10,"At the same frequency due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025
"R_1gXD9kt66uL5qNb","Massachusetts","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_5FL0Dh9GY67xaof","Massachusetts","Single site","Artemesia",25,"More frequently due to changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7EbhVHuaLaWdFdf","Massachusetts","Single site","Artemesia",NA,NA,"Invasive plant management ","Less than 2 years","Nongovernmental Organization",2025
"R_7f8UAs2YAktE2it","","","Artemesia",NA,NA,"","","",2025
"R_7jUugVn6QvfZspP","Virginia","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
"R_3q3HlvQtJMVJV4J","Massachusetts","Single site","Artemesia",NA,NA,"Invasive plant management ","10+ years","City/Municipal Government",2025
"R_7GCx4T0QvASYfS2","Massachusetts","Network of sites within one state/province","Artemesia",NA,NA,"Invasive plant management ","10+ years","Nongovernmental Organization",2025
"R_7b3r56BUmJsTaEF","Massachusetts","Single site","Artemesia",NA,NA,"Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025
