"ResponseId","state","juris","species","dur","timechange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent"
"R_1EiGIcVTKZ2CXkf","Maryland","Single site","Microstegium",3,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.947663183145831,-0.537303438417083
"R_5oaOcorb0tWwDku","Maine","Network of sites within one state/province","Microstegium",3,"Earlier due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.947663183145831,-0.537303438417083
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Microstegium",9,"Earlier due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.159651592452211,0.77590345940614
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Microstegium",15,"Earlier or later for other reasons","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,0,0.628359998241409,0.77590345940614
"R_7q3sEFKcJH3jV4h","North Carolina","Multi-state network of sites","Microstegium",10,"Earlier or later for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-0.0283163273366078,-0.537303438417083
"R_6VKHZJJuCF3ssA9","Rhode Island","Network of sites within one state/province","Microstegium",2,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,0,-1.07899844826143,-1.85051033624031
"R_6zI4045OheCWxD4","New York","Multi-state network of sites","Microstegium",5,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2025,10,1,0,-0.684992652914624,0.77590345940614
"R_3koWzuFby927k7v","Massachusetts","Network of sites within one state/province","Microstegium",14,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,0.497024733125805,0.77590345940614
"R_6bkD5LQEewba1fb","New York","Network of sites within one state/province","Microstegium",8,"Later due to changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.290986857567814,-0.537303438417083
"R_52slHOREy0viarS","Virginia","Network of sites within one state/province","Microstegium",4,"Earlier due to changing phenology","Invasive plant management ","2 to 5 years","City/Municipal Government",2025,2,1,1,-0.816327918030227,-1.85051033624031
"R_1WY82cNkvl3SfQt","Massachusetts"," Other (please specify)","Microstegium",2,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","City/Municipal Government",2025,6,1,0,-1.07899844826143,-0.537303438417083
"R_5P00Gb4S2nU4OfA","Ohio","Network of sites within one state/province","Microstegium",7,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.422322122683418,0.77590345940614
"R_6dEOH3nQWsRf2ff","Tennessee","Multi-state network of sites","Microstegium",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_3XrXjwaVmvGXoOJ","Maryland","Network of sites within one state/province","Pueria",5,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,-0.684992652914624,0.77590345940614
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Pueria",7,"Earlier due to changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,-0.422322122683418,0.77590345940614
"R_51b9eoP3TpoI1sr","Missouri"," Other (please specify)","Pueria",4,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years"," Federal Government",2025,2,1,1,-0.816327918030227,-1.85051033624031
"R_3E7cWMnIfvk6plg","Missouri","Network of sites within one state/province","Pueria",7,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Other",2025,10,1,0,-0.422322122683418,0.77590345940614
"R_5QMdxsTPIB3Ml3K","Maryland","Network of sites within one state/province","Pueria",1,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,0,-1.21033371337704,0.77590345940614
"R_7Vru9EQVgndVy1V","North Carolina","Network of sites within one state/province","Pueria",30,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","County Government",2025,6,1,0,2.59838897497546,-0.537303438417083
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Pueria",10,"Earlier or later for other reasons","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_7q3sEFKcJH3jV4h","North Carolina","Multi-state network of sites","Pueria",10,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,1,-0.0283163273366078,-0.537303438417083
"R_6dEOH3nQWsRf2ff","Tennessee","Multi-state network of sites","Pueria",1,"Later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-1.21033371337704,0.77590345940614
"R_6WYgJBttCwwhXSp","New York","Network of sites within one state/province","Celastrus",16,"At the same time due to no change in phenology","Invasive plant management ","10+ years","State Government",2025,10,1,0,0.759695263357012,0.77590345940614
"R_6ForFLcNvl9Gfip","Maine","Network of sites within one state/province","Celastrus",4,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","State Government",2025,2,1,0,-0.816327918030227,-1.85051033624031
"R_5R23jr6FuDmhief","Massachusetts","Single site","Celastrus",3,"Later due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.947663183145831,0.77590345940614
"R_7ezzjbfl2jdcxDx","Vermont","Network of sites within one state/province","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_3XrXjwaVmvGXoOJ","Maryland","Network of sites within one state/province","Celastrus",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,1.28503632381942,0.77590345940614
"R_62Pxg5v9Zs16RJA","Ontario","Network of sites within one state/province","Celastrus",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,1.94171264939744,0.77590345940614
"R_5ywqK8B333ZmZQ5","Massachusetts","Network of sites within one state/province","Celastrus",NA,"Earlier due to changing phenology,Later due to changing phenology,At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,NA,0.77590345940614
"R_3dKb9I322MuEgFz","Maine","Single site","Celastrus",12,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,0.234354202894599,0.77590345940614
"R_73eVhyZmS8L43ik","Maine","Network of sites within one state/province","Celastrus",NA,"At the same time despite changing phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2025,6,1,1,NA,-0.537303438417083
"R_5UWrqrzzclD8FIu","Vermont","Multi-state network of sites","Celastrus",NA,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Industry/Private Sector",2025,6,1,0,NA,-0.537303438417083
"R_5JIsRlFQz08hfmF","Massachusetts","Single site","Celastrus",6,"Earlier or later for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-0.553657387799021,-0.537303438417083
"R_3zHHEZE9YczuVki","Indiana"," Other (please specify)","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Other",2025,2,1,0,-0.947663183145831,-1.85051033624031
"R_1LgxvH8g74WcAal","New York","Network of sites within one state/province","Celastrus",20,"Earlier or later for other reasons","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,0,1.28503632381942,0.77590345940614
"R_7iTaBPxUwzHaGg9","Michigan","Network of sites within one state/province","Celastrus",12,"Later due to changing phenology","Invasive plant management ","10+ years","State Government",2025,10,1,1,0.234354202894599,0.77590345940614
"R_7LZIwVNGpe3KgTI","Wisconsin","Network of sites within one state/province","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,0,-0.947663183145831,-1.85051033624031
"R_7OoxW9EzfNxUWpb","Massachusetts","Single site","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-0.0283163273366078,-0.537303438417083
"R_3GKeTuOGsGrWsBx","Michigan","Single site","Celastrus",9,"Later due to changing phenology","Invasive plant management ","6 to 10 years","Academia/University",2025,6,1,1,-0.159651592452211,-0.537303438417083
"R_1HgGpL6ACrpRv4l","West Virginia","Multi-state network of sites","Celastrus",12,"Earlier due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,1,0.234354202894599,0.77590345940614
"R_537x22NmHs7hBVW","New York"," Other (please specify)","Celastrus",3,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","State Government",2025,6,1,0,-0.947663183145831,-0.537303438417083
"R_6QOOH4tKwngrOHn","Michigan","Network of sites within one state/province","Celastrus",5,"At the same time despite changing phenology","Invasive plant management ","2 to 5 years","Nongovernmental Organization",2025,2,1,1,-0.684992652914624,-1.85051033624031
"R_5pmY8oLxe5MTq3z","Missouri","Single site","Celastrus",9,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.159651592452211,0.77590345940614
"R_1wGepviiEawT7xG","Pennsylvania"," Other (please specify)","Celastrus",20,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2025,10,1,0,1.28503632381942,0.77590345940614
"R_1gXD9kt66uL5qNb","Massachusetts","Network of sites within one state/province","Celastrus",10,"Earlier or later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,-0.0283163273366078,0.77590345940614
"R_5FL0Dh9GY67xaof","Massachusetts","Single site","Celastrus",25,"At the same time due to no change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,0,1.94171264939744,0.77590345940614
"R_7GCx4T0QvASYfS2","Massachusetts","Network of sites within one state/province","Celastrus",25,"Earlier or later for other reasons","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,1.94171264939744,0.77590345940614
"R_1rUYrs3htQ2RlNg","Massachusetts","Network of sites within one state/province","Celastrus",NA,"At the same time due to no change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,0,NA,0.77590345940614
"R_1EiGIcVTKZ2CXkf","Maryland","Single site","Celastrus",10,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-0.0283163273366078,-0.537303438417083
"R_5oaOcorb0tWwDku","Maine","Network of sites within one state/province","Celastrus",6,"At the same time due to no change in phenology","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-0.553657387799021,-0.537303438417083
"R_5B5a3B4ABmQZKnh","Missouri","Single site","Celastrus",9,"At the same time despite changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2025,10,1,1,-0.159651592452211,0.77590345940614
"R_1EhS8EtoQX5KeVO","Virginia"," Other (please specify)","Celastrus",15,"At the same time despite changing phenology","Invasive plant management ","10+ years","City/Municipal Government",2025,10,1,1,0.628359998241409,0.77590345940614
"R_3f2NE46NtdzB3GN","Missouri","Multi-state network of sites","Celastrus",2,"Earlier or later for other reasons","Invasive plant management ","6 to 10 years","Nongovernmental Organization",2025,6,1,0,-1.07899844826143,-0.537303438417083
