"ResponseId","state","juris","species","dur","freqchange","field","career","agency","surveyYear","minCareer","idk","CC","duration.cent","career.cent","management_shift"
"R_5hAPDFkgmRMkZzy","New York","Network of sites within one state/province","Ailanthis",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_7qkAjat39MtPBoG","Massachusetts","Network of sites within one state/province","Ailanthis",25,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years"," Federal Government",2026,10,1,1,1.92352599692142,0.79049810961295,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Ailanthis",20,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,1.26979353187963,0.79049810961295,0
"R_3Qxjb9i4NVkgesX","Massachusetts","Network of sites within one state/province","Ailanthis",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_5rdlHlOy7XfBCJX","Rhode Island","Network of sites within one state/province","Ailanthis",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","State Government",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3Z0oewLXyyqJj9v","Virginia","Multi-state network of sites","Ailanthis",6,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.560657370237391,0.79049810961295,0
"R_7eqSNbi6mQ46E1Z","Virginia","Multi-state network of sites","Ailanthis",20,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,1.26979353187963,0.79049810961295,1
"R_3lpMOKMac0cgCvT","Massachusetts","Network of sites within one state/province","Ailanthis",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Ailanthis",2,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-1.08364334227082,0.79049810961295,0
"R_6Q75yjxK5fIfXwZ","Maryland","Network of sites within one state/province","Ailanthis",3,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","County Government",2026,10,1,1,-0.952896849262466,0.79049810961295,0
"R_3mwJdcOf68mSU8i","Ohio"," Other (please specify)","Ailanthis",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_6RfvvrSVaZFoLRH","Virginia","Network of sites within one state/province","Ailanthis",12,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,0.22382158781276,0.79049810961295,0
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Ailanthis",9,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.168417891212316,0.79049810961295,0
"R_5FqDfQSEijhcVoz","Vermont","Multi-state network of sites","Pastinaca",15,"More frequently due to changing phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,0.616061066837835,0.79049810961295,1
"R_5V0AX8smWwEqt7X","Quebec","Network of sites within one state/province","Pastinaca",5,"At the same frequency despite a change in phenology","Invasive plant management ","6 to 10 years","Tribal/First Nation",2026,6,1,1,-0.691403863245749,-0.515142477920408,0
"R_3OZoTtXsYc0ZVCo","Michigan","Network of sites within one state/province","Pastinaca",15,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","State Government",2026,10,1,1,0.616061066837835,0.79049810961295,0
"R_5pzvxrP2azfmvYJ","Michigan","Network of sites within one state/province","Pastinaca",14,"More frequently due to changing phenology,Less frequently due to changing phenology","Invasive plant management ","10+ years","Other",2026,10,1,1,0.485314573829477,0.79049810961295,1
"R_7IvjAhNgByZUh4p","Michigan","Network of sites within one state/province","Pastinaca",10,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","City/Municipal Government",2026,10,1,1,-0.0376713982039572,0.79049810961295,0
"R_1EGs8JgbiTLIdrk","Michigan","Multi-state network of sites","Pastinaca",10,"More frequently due to changing phenology","Invasive plant management ","10+ years","Nongovernmental Organization",2026,10,1,1,-0.0376713982039572,0.79049810961295,1
"R_3Si9tax1RwMIZLT","Massachusetts","Multi-state network of sites","Pastinaca",8,"At the same frequency despite a change in phenology","Invasive plant management ","10+ years","Industry/Private Sector",2026,10,1,1,-0.299164384220674,0.79049810961295,0
